epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
34,0.8958333134651184,0.009999999776482582,0.5585761070251465,0.9166666865348816,0.43684807419776917
35,0.78125,0.009999999776482582,0.5612525343894958,0.9583333134651184,0.4370896816253662
36,0.9270833134651184,0.009999999776482582,0.5437837839126587,1.0,0.4338657557964325
37,0.9479166865348816,0.009999999776482582,0.5414056181907654,0.9166666865348816,0.41780686378479004
38,0.8333333134651184,0.009999999776482582,0.5345001816749573,1.0,0.42980480194091797
39,0.90625,0.009999999776482582,0.5308348536491394,0.9166666865348816,0.4049507677555084
40,0.84375,0.009999999776482582,0.5227170586585999,1.0,0.41501036286354065
41,0.96875,0.009999999776482582,0.5164238810539246,0.9583333134651184,0.4016853868961334
42,0.90625,0.009999999776482582,0.5146456360816956,0.9583333134651184,0.396852970123291
43,0.90625,0.009999999776482582,0.5062611699104309,1.0,0.4047100841999054
44,0.9375,0.009999999776482582,0.5033860206604004,1.0,0.3945770263671875
45,0.90625,0.009999999776482582,0.500065267086029,0.9583333134651184,0.4017491042613983
46,0.84375,0.009999999776482582,0.501701295375824,0.875,0.406454473733902
47,0.9375,0.009999999776482582,0.4909183979034424,1.0,0.38721251487731934
48,0.9791666865348816,0.009999999776482582,0.48326316475868225,1.0,0.3737211227416992
49,0.9479166865348816,0.009999999776482582,0.47816458344459534,1.0,0.37134090065956116
50,0.9583333134651184,0.009999999776482582,0.47761762142181396,0.9583333134651184,0.35547637939453125
51,0.9166666865348816,0.009999999776482582,0.4708379805088043,1.0,0.364747017621994
52,0.9375,0.009999999776482582,0.4673820436000824,0.9583333134651184,0.3685038387775421
53,0.9583333134651184,0.009999999776482582,0.4629368782043457,0.9583333134651184,0.3486693799495697
54,0.90625,0.009999999776482582,0.4635322093963623,1.0,0.35809525847435
55,0.9375,0.009999999776482582,0.4558669626712799,1.0,0.3485966622829437
56,0.9375,0.009999999776482582,0.453700989484787,0.9583333134651184,0.3377254009246826
57,0.8958333134651184,0.009999999776482582,0.4617878198623657,1.0,0.3462456464767456
58,0.9375,0.009999999776482582,0.4508074223995209,0.9166666865348816,0.3230324387550354
59,0.9166666865348816,0.009999999776482582,0.44156694412231445,1.0,0.3400428295135498
60,0.9583333134651184,0.009999999776482582,0.44346871972084045,1.0,0.3294804096221924
61,0.90625,0.009999999776482582,0.451223760843277,0.9583333134651184,0.31990131735801697
62,0.9270833134651184,0.009999999776482582,0.4375467300415039,1.0,0.3237277567386627
63,0.84375,0.009999999776482582,0.45723676681518555,0.9166666865348816,0.3049781620502472
64,0.8854166865348816,0.009999999776482582,0.42924320697784424,1.0,0.3249584138393402
65,0.9583333134651184,0.009999999776482582,0.42079243063926697,1.0,0.327167272567749
66,0.96875,0.009999999776482582,0.41869106888771057,1.0,0.3197813332080841
67,0.9479166865348816,0.009999999776482582,0.41457709670066833,1.0,0.3199504315853119
68,0.8958333134651184,0.009999999776482582,0.4311245381832123,0.9166666865348816,0.3287269175052643
69,0.9270833134651184,0.0009999999310821295,0.4110656976699829,0.9583333134651184,0.32430651783943176
70,0.9375,0.0009999999310821295,0.4110584557056427,0.9583333134651184,0.3216046392917633
71,0.9375,0.0009999999310821295,0.40882694721221924,0.9583333134651184,0.3185799717903137
72,0.9791666865348816,0.0009999999310821295,0.4083784520626068,1.0,0.3169127404689789
73,0.9583333134651184,0.0009999999310821295,0.40680885314941406,1.0,0.3151519000530243
